transaction_id,transaction_date,vendor_name,category,amount,transaction_year
43,2020-01-08,Expensify,Software,50.00,2020
48,2020-01-08,HubSpot,Marketing,505.90,2020
49,2020-01-08,Mailchimp,Marketing,299.00,2020
46,2020-01-08,WeWork,Rent,3200.00,2020
51,2020-01-09,Expensify,Software,NULL,2020
52,2020-01-09,QuickBooks,Software,62.00,2020
50,2020-01-09,Slack,Software,87.00,2020
55,2020-01-10,Expensify,Software,50.00,2020
54,2020-01-10,"LinkedIn Ads",Marketing,775.23,2020
53,2020-01-10,Mailchimp,Marketing,299.00,2020
58,2020-01-11,AWS,Software,1225.99,2020
57,2020-01-11,"Office Depot","Office Supplies",428.90,2020
56,2020-01-11,QuickBooks,Software,179.91,2020
60,2020-01-12,Microsoft,Software,298.10,2020
62,2020-01-12,Notion,Software,NULL,2020
59,2020-01-12,Staples,"Office Supplies",50.80,2020
61,2020-01-12,Zoom,Software,149.00,2020
64,2020-01-13,Uber,Travel,NULL,2020
63,2020-01-13,Uber,Travel,187.73,2020
65,2020-01-13,WeWork,Rent,3200.00,2020
71,2020-01-14,Amazon,"Office Supplies",970.74,2020
67,2020-01-14,Asana,Software,35.00,2020
70,2020-01-14,Expensify,Software,50.00,2020
66,2020-01-14,Slack,Software,87.00,2020
68,2020-01-14,Stripe,Software,59.00,2020
74,2020-01-15,Expensify,Software,50.00,2020
72,2020-01-15,HubSpot,Marketing,570.00,2020
73,2020-01-15,WeWork,Rent,3200.00,2020
78,2020-01-16,"Delta Airlines",Travel,1812.50,2020
82,2020-01-16,"Google Ads",Marketing,2801.30,2020
75,2020-01-16,HubSpot,Marketing,639.50,2020
80,2020-01-16,QuickBooks,Software,105.06,2020
81,2020-01-16,Salesforce,Software,800.00,2020
76,2020-01-16,Stripe,Software,NULL,2020
79,2020-01-16,Stripe,Software,59.00,2020
77,2020-01-16,Zoom,Software,149.00,2020
83,2020-01-17,Amazon,"Office Supplies",312.56,2020
88,2020-01-17,Asana,Software,82.46,2020
86,2020-01-17,FedEx,Shipping,94.62,2020
87,2020-01-17,FedEx,Shipping,242.80,2020
89,2020-01-17,"Google Ads",Marketing,3435.80,2020
84,2020-01-17,HubSpot,Marketing,428.82,2020
85,2020-01-17,"LinkedIn Ads",Marketing,691.17,2020
91,2020-01-18,DHL,Shipping,219.00,2020
92,2020-01-18,"Google Ads",Marketing,NULL,2020
90,2020-01-18,"Google Ads",Marketing,2788.70,2020
93,2020-01-19,AWS,Software,1267.70,2020
94,2020-01-19,FedEx,Shipping,119.35,2020
95,2020-01-19,Mailchimp,Marketing,299.00,2020
97,2020-01-20,DHL,Shipping,245.76,2020
100,2020-01-20,"LinkedIn Ads",Marketing,1409.30,2020
98,2020-01-20,Slack,Software,87.00,2020
99,2020-01-20,Uber,Travel,59.00,2020
96,2020-01-20,WeWork,Rent,3200.00,2020
106,2020-01-21,"American Airlines",Travel,1027.80,2020
104,2020-01-21,Asana,Software,51.00,2020
101,2020-01-21,"Delta Airlines",Travel,860.39,2020
107,2020-01-21,DHL,Shipping,236.58,2020
105,2020-01-21,Dropbox,Software,18.10,2020
102,2020-01-21,Dropbox,Software,24.26,2020
103,2020-01-21,FedEx,Shipping,152.00,2020
114,2020-01-22,Amazon,"Office Supplies",187.81,2020
113,2020-01-22,DHL,Shipping,94.84,2020
112,2020-01-22,DHL,Shipping,167.41,2020
110,2020-01-22,Expensify,Software,50.00,2020
111,2020-01-22,Marriott,Travel,NULL,2020
109,2020-01-22,Microsoft,Software,250.00,2020
108,2020-01-22,Notion,Software,16.00,2020
116,2020-01-23,AWS,Software,2118.33,2020
120,2020-01-23,Expensify,Software,50.00,2020
115,2020-01-23,"LinkedIn Ads",Marketing,1829.20,2020
118,2020-01-23,Mailchimp,Marketing,299.00,2020
117,2020-01-23,"Office Depot","Office Supplies",434.40,2020
119,2020-01-23,Uber,Travel,180.50,2020
121,2020-01-24,Asana,Software,87.00,2020
123,2020-01-24,Expensify,Software,50.00,2020
122,2020-01-24,HubSpot,Marketing,756.70,2020
124,2020-01-24,"Office Depot","Office Supplies",395.51,2020
125,2020-01-24,Stripe,Software,59.00,2020
129,2020-01-25,"LinkedIn Ads",Marketing,593.40,2020
130,2020-01-25,"Office Depot","Office Supplies",304.50,2020
128,2020-01-25,WeWork,Rent,3200.00,2020
127,2020-01-25,Zoom,Software,149.00,2020
131,2020-01-26,Amazon,"Office Supplies",1891.20,2020
136,2020-01-26,Asana,Software,67.39,2020
133,2020-01-26,AWS,Software,1253.22,2020
132,2020-01-26,"LinkedIn Ads",Marketing,1307.33,2020
135,2020-01-26,Marriott,Travel,224.27,2020
134,2020-01-26,Staples,"Office Supplies",167.70,2020
137,2020-01-27,QuickBooks,Software,105.72,2020
139,2020-01-27,Salesforce,Software,800.00,2020
138,2020-01-27,Uber,Travel,100.20,2020
143,2020-01-28,Amazon,"Office Supplies",1280.50,2020
145,2020-01-28,"American Airlines",Travel,917.48,2020
144,2020-01-28,DHL,Shipping,50.70,2020
141,2020-01-28,FedEx,Shipping,NULL,2020
140,2020-01-28,Stripe,Software,59.00,2020
142,2020-01-28,Uber,Travel,233.64,2020
148,2020-01-29,"American Airlines",Travel,755.32,2020
146,2020-01-29,Microsoft,Software,NULL,2020
147,2020-01-29,Notion,Software,16.00,2020
149,2020-01-29,Slack,Software,87.00,2020
153,2020-01-30,"American Airlines",Travel,628.00,2020
154,2020-01-30,Asana,Software,86.60,2020
152,2020-01-30,AWS,Software,706.60,2020
155,2020-01-30,Expensify,Software,50.00,2020
156,2020-01-30,Salesforce,Software,800.00,2020
150,2020-01-30,Uber,Travel,123.00,2020
151,2020-01-30,WeWork,Rent,3200.00,2020
159,2020-01-31,AWS,Software,1218.00,2020
157,2020-01-31,Expensify,Software,50.00,2020
161,2020-01-31,HubSpot,Marketing,408.12,2020
158,2020-01-31,Salesforce,Software,800.00,2020
160,2020-01-31,Stripe,Software,59.00,2020
164,2020-02-01,Amazon,"Office Supplies",276.80,2020
163,2020-02-01,"American Airlines",Travel,1533.10,2020
162,2020-02-01,Marriott,Travel,332.89,2020
165,2020-02-01,Microsoft,Software,382.00,2020
169,2020-02-02,"Delta Airlines",Travel,776.00,2020
171,2020-02-02,"Google Ads",Marketing,1616.12,2020
166,2020-02-02,Marriott,Travel,397.70,2020
168,2020-02-02,Salesforce,Software,800.00,2020
170,2020-02-02,Slack,Software,87.00,2020
167,2020-02-02,Stripe,Software,59.00,2020
175,2020-02-03,"Google Ads",Marketing,3406.80,2020
174,2020-02-03,Notion,Software,16.00,2020
173,2020-02-03,QuickBooks,Software,162.90,2020
176,2020-02-03,Slack,Software,87.00,2020
172,2020-02-03,Uber,Travel,293.06,2020
179,2020-02-04,"LinkedIn Ads",Marketing,1409.48,2020
181,2020-02-04,Microsoft,Software,451.00,2020
182,2020-02-04,Notion,Software,16.00,2020
183,2020-02-04,"Office Depot","Office Supplies",127.66,2020
180,2020-02-04,"Office Depot","Office Supplies",275.60,2020
177,2020-02-04,QuickBooks,Software,139.00,2020
178,2020-02-04,WeWork,Rent,NULL,2020
185,2020-02-05,"LinkedIn Ads",Marketing,1175.00,2020
184,2020-02-05,Mailchimp,Marketing,NULL,2020
186,2020-02-05,Uber,Travel,92.50,2020
187,2020-02-05,WeWork,Rent,3200.00,2020
193,2020-02-06,Asana,Software,32.00,2020
190,2020-02-06,Asana,Software,82.00,2020
191,2020-02-06,Expensify,Software,50.00,2020
188,2020-02-06,Slack,Software,87.00,2020
192,2020-02-06,Stripe,Software,59.00,2020
189,2020-02-06,Zoom,Software,149.00,2020
200,2020-02-07,"American Airlines",Travel,1587.30,2020
199,2020-02-07,DHL,Shipping,48.50,2020
195,2020-02-07,"Office Depot","Office Supplies",345.97,2020
196,2020-02-07,"Office Depot","Office Supplies",385.40,2020
194,2020-02-07,Stripe,Software,59.00,2020
198,2020-02-07,WeWork,Rent,3200.00,2020
204,2020-02-08,"Delta Airlines",Travel,1440.60,2020
203,2020-02-08,DHL,Shipping,220.61,2020
206,2020-02-08,HubSpot,Marketing,504.80,2020
205,2020-02-08,QuickBooks,Software,NULL,2020
202,2020-02-08,Slack,Software,87.00,2020
201,2020-02-08,Uber,Travel,152.00,2020
211,2020-02-09,AWS,Software,4676.00,2020
210,2020-02-09,Expensify,Software,50.00,2020
208,2020-02-09,"Google Ads",Marketing,NULL,2020
212,2020-02-09,"LinkedIn Ads",Marketing,1752.09,2020
215,2020-02-09,Salesforce,Software,800.00,2020
209,2020-02-09,WeWork,Rent,3200.00,2020
219,2020-02-10,"Delta Airlines",Travel,2457.70,2020
218,2020-02-10,HubSpot,Marketing,1010.00,2020
220,2020-02-10,Mailchimp,Marketing,299.00,2020
216,2020-02-10,Marriott,Travel,284.40,2020
217,2020-02-10,Zoom,Software,149.00,2020
225,2020-02-11,Amazon,"Office Supplies",1472.64,2020
227,2020-02-11,Asana,Software,78.00,2020
221,2020-02-11,AWS,Software,3585.10,2020
223,2020-02-11,AWS,Software,4831.00,2020
222,2020-02-11,DHL,Shipping,203.29,2020
228,2020-02-11,DHL,Shipping,218.00,2020
224,2020-02-11,Slack,Software,87.00,2020
226,2020-02-11,WeWork,Rent,3200.00,2020
229,2020-02-12,"American Airlines",Travel,2684.83,2020
230,2020-02-12,Asana,Software,34.00,2020
236,2020-02-12,"Google Ads",Marketing,1272.70,2020
233,2020-02-12,"Google Ads",Marketing,2673.80,2020
235,2020-02-12,"LinkedIn Ads",Marketing,718.35,2020
231,2020-02-12,Mailchimp,Marketing,299.00,2020
232,2020-02-12,"Office Depot","Office Supplies",327.90,2020
234,2020-02-12,Salesforce,Software,800.00,2020
243,2020-02-13,AWS,Software,711.00,2020
240,2020-02-13,DHL,Shipping,NULL,2020
239,2020-02-13,DHL,Shipping,27.00,2020
237,2020-02-13,DHL,Shipping,79.19,2020
242,2020-02-13,Expensify,Software,50.00,2020
238,2020-02-13,Mailchimp,Marketing,299.00,2020
241,2020-02-13,Notion,Software,16.00,2020
246,2020-02-14,Asana,Software,82.00,2020
248,2020-02-14,Mailchimp,Marketing,299.00,2020
250,2020-02-14,Microsoft,Software,NULL,2020
244,2020-02-14,Microsoft,Software,497.40,2020
247,2020-02-14,"Office Depot","Office Supplies",405.00,2020
249,2020-02-14,QuickBooks,Software,62.63,2020
245,2020-02-14,Stripe,Software,59.00,2020
253,2020-02-15,Dropbox,Software,20.02,2020
252,2020-02-15,"Google Ads",Marketing,1342.00,2020
257,2020-02-15,HubSpot,Marketing,692.62,2020
255,2020-02-15,Marriott,Travel,541.70,2020
254,2020-02-15,Stripe,Software,59.00,2020
256,2020-02-15,WeWork,Rent,3200.00,2020
251,2020-02-15,Zoom,Software,149.00,2020
260,2020-02-16,DHL,Shipping,NULL,2020
265,2020-02-16,HubSpot,Marketing,508.50,2020
264,2020-02-16,Microsoft,Software,NULL,2020
263,2020-02-16,QuickBooks,Software,103.08,2020
262,2020-02-16,QuickBooks,Software,157.00,2020
261,2020-02-16,Salesforce,Software,800.00,2020
259,2020-02-16,Staples,"Office Supplies",337.85,2020
267,2020-02-17,AWS,Software,3155.00,2020
272,2020-02-17,Expensify,Software,50.00,2020
270,2020-02-17,FedEx,Shipping,181.00,2020
269,2020-02-17,Mailchimp,Marketing,NULL,2020
266,2020-02-17,Marriott,Travel,476.97,2020
271,2020-02-17,Uber,Travel,137.50,2020
268,2020-02-17,Uber,Travel,216.40,2020
275,2020-02-18,Mailchimp,Marketing,299.00,2020
273,2020-02-18,Salesforce,Software,800.00,2020
274,2020-02-18,WeWork,Rent,3200.00,2020
279,2020-02-19,Amazon,"Office Supplies",NULL,2020
278,2020-02-19,FedEx,Shipping,245.00,2020
280,2020-02-19,"LinkedIn Ads",Marketing,1289.10,2020
277,2020-02-19,Slack,Software,NULL,2020
276,2020-02-19,Zoom,Software,149.00,2020
282,2020-02-20,Dropbox,Software,17.00,2020
283,2020-02-20,Expensify,Software,NULL,2020
281,2020-02-20,"Office Depot","Office Supplies",200.20,2020
284,2020-02-20,Staples,"Office Supplies",NULL,2020
286,2020-02-20,Zoom,Software,149.00,2020
287,2020-02-21,Asana,Software,67.10,2020
291,2020-02-21,Expensify,Software,50.00,2020
292,2020-02-21,"LinkedIn Ads",Marketing,968.79,2020
290,2020-02-21,"LinkedIn Ads",Marketing,1177.00,2020
289,2020-02-21,QuickBooks,Software,164.10,2020
288,2020-02-21,Slack,Software,NULL,2020
293,2020-02-22,AWS,Software,522.24,2020
296,2020-02-22,DHL,Shipping,52.50,2020
299,2020-02-22,DHL,Shipping,133.00,2020
298,2020-02-22,FedEx,Shipping,66.94,2020
295,2020-02-22,HubSpot,Marketing,447.00,2020
300,2020-02-22,HubSpot,Marketing,694.05,2020
294,2020-02-22,"LinkedIn Ads",Marketing,644.85,2020
297,2020-02-22,Marriott,Travel,173.00,2020
303,2020-02-23,Amazon,"Office Supplies",442.00,2020
302,2020-02-23,Asana,Software,95.00,2020
301,2020-02-23,HubSpot,Marketing,1179.64,2020
305,2020-02-23,Notion,Software,NULL,2020
306,2020-02-23,QuickBooks,Software,NULL,2020
304,2020-02-23,Salesforce,Software,800.00,2020
310,2020-02-24,DHL,Shipping,43.40,2020
308,2020-02-24,Microsoft,Software,402.56,2020
307,2020-02-24,Staples,"Office Supplies",196.00,2020
309,2020-02-24,Uber,Travel,72.01,2020
314,2020-02-25,Asana,Software,33.83,2020
311,2020-02-25,Asana,Software,60.94,2020
313,2020-02-25,Dropbox,Software,NULL,2020
312,2020-02-25,FedEx,Shipping,151.80,2020
315,2020-02-25,"Office Depot","Office Supplies",94.00,2020
316,2020-02-25,Slack,Software,87.00,2020
319,2020-02-26,Amazon,"Office Supplies",NULL,2020
320,2020-02-26,Notion,Software,16.00,2020
317,2020-02-26,Staples,"Office Supplies",236.00,2020
318,2020-02-26,WeWork,Rent,3200.00,2020
322,2020-02-27,Asana,Software,62.00,2020
325,2020-02-27,Microsoft,Software,411.03,2020
324,2020-02-27,Notion,Software,NULL,2020
321,2020-02-27,Slack,Software,87.00,2020
323,2020-02-27,WeWork,Rent,NULL,2020
326,2020-02-28,Dropbox,Software,21.33,2020
328,2020-02-28,Mailchimp,Marketing,299.00,2020
327,2020-02-28,"Office Depot","Office Supplies",194.21,2020
331,2020-02-29,DHL,Shipping,232.00,2020
333,2020-02-29,Expensify,Software,50.00,2020
334,2020-02-29,FedEx,Shipping,171.90,2020
330,2020-02-29,"Office Depot","Office Supplies",325.10,2020
332,2020-02-29,QuickBooks,Software,91.10,2020
335,2020-02-29,Uber,Travel,45.36,2020
329,2020-02-29,Zoom,Software,149.00,2020
341,2020-03-01,"American Airlines",Travel,436.12,2020
338,2020-03-01,Expensify,Software,50.00,2020
343,2020-03-01,FedEx,Shipping,136.90,2020
342,2020-03-01,Mailchimp,Marketing,299.00,2020
337,2020-03-01,Notion,Software,16.00,2020
339,2020-03-01,Salesforce,Software,800.00,2020
336,2020-03-01,WeWork,Rent,3200.00,2020
344,2020-03-02,DHL,Shipping,159.00,2020
346,2020-03-02,Microsoft,Software,238.20,2020
348,2020-03-02,Microsoft,Software,488.70,2020
347,2020-03-02,Salesforce,Software,800.00,2020
345,2020-03-02,WeWork,Rent,3200.00,2020
349,2020-03-03,Asana,Software,NULL,2020
351,2020-03-03,DHL,Shipping,183.14,2020
352,2020-03-03,QuickBooks,Software,137.16,2020
350,2020-03-03,Staples,"Office Supplies",275.22,2020
354,2020-03-04,"Delta Airlines",Travel,798.39,2020
357,2020-03-04,DHL,Shipping,100.77,2020
356,2020-03-04,HubSpot,Marketing,1068.10,2020
355,2020-03-04,Microsoft,Software,NULL,2020
353,2020-03-04,Microsoft,Software,213.10,2020
362,2020-03-05,"Delta Airlines",Travel,1109.20,2020
360,2020-03-05,Expensify,Software,50.00,2020
364,2020-03-05,"Google Ads",Marketing,3005.61,2020
361,2020-03-05,Mailchimp,Marketing,299.00,2020
359,2020-03-05,Marriott,Travel,346.95,2020
358,2020-03-05,Staples,"Office Supplies",103.99,2020
366,2020-03-06,"American Airlines",Travel,2568.00,2020
369,2020-03-06,FedEx,Shipping,281.90,2020
368,2020-03-06,"LinkedIn Ads",Marketing,637.60,2020
365,2020-03-06,Uber,Travel,203.12,2020
367,2020-03-06,WeWork,Rent,3200.00,2020
373,2020-03-07,"American Airlines",Travel,2527.10,2020
374,2020-03-07,Expensify,Software,50.00,2020
370,2020-03-07,FedEx,Shipping,101.00,2020
371,2020-03-07,Mailchimp,Marketing,299.00,2020
376,2020-03-07,Slack,Software,87.00,2020
375,2020-03-07,Stripe,Software,59.00,2020
372,2020-03-07,Zoom,Software,149.00,2020
377,2020-03-08,Mailchimp,Marketing,299.00,2020
379,2020-03-08,QuickBooks,Software,117.00,2020
378,2020-03-08,WeWork,Rent,3200.00,2020
384,2020-03-09,FedEx,Shipping,NULL,2020
381,2020-03-09,"Google Ads",Marketing,NULL,2020
380,2020-03-09,"LinkedIn Ads",Marketing,502.40,2020
383,2020-03-09,Staples,"Office Supplies",NULL,2020
382,2020-03-09,WeWork,Rent,3200.00,2020
385,2020-03-10,FedEx,Shipping,102.69,2020
386,2020-03-10,"Office Depot","Office Supplies",303.49,2020
387,2020-03-10,Uber,Travel,125.12,2020
393,2020-03-11,"Delta Airlines",Travel,929.44,2020
388,2020-03-11,Expensify,Software,50.00,2020
392,2020-03-11,HubSpot,Marketing,NULL,2020
395,2020-03-11,"LinkedIn Ads",Marketing,1834.20,2020
394,2020-03-11,QuickBooks,Software,93.00,2020
390,2020-03-11,Uber,Travel,NULL,2020
391,2020-03-11,Uber,Travel,115.20,2020
389,2020-03-11,Zoom,Software,149.00,2020
396,2020-03-12,"Google Ads",Marketing,2139.00,2020
398,2020-03-12,"Google Ads",Marketing,2272.78,2020
400,2020-03-12,"Google Ads",Marketing,2662.36,2020
399,2020-03-12,Salesforce,Software,800.00,2020
397,2020-03-12,WeWork,Rent,NULL,2020
403,2020-03-13,Amazon,"Office Supplies",371.30,2020
406,2020-03-13,DHL,Shipping,126.20,2020
405,2020-03-13,FedEx,Shipping,139.54,2020
401,2020-03-13,FedEx,Shipping,199.86,2020
407,2020-03-13,"Office Depot","Office Supplies",66.00,2020
408,2020-03-13,Staples,"Office Supplies",160.03,2020
404,2020-03-13,Uber,Travel,64.00,2020
402,2020-03-13,WeWork,Rent,3200.00,2020
411,2020-03-14,Asana,Software,50.00,2020
409,2020-03-14,Marriott,Travel,233.72,2020
410,2020-03-14,Stripe,Software,59.00,2020
413,2020-03-15,"American Airlines",Travel,NULL,2020
415,2020-03-15,Microsoft,Software,447.98,2020
414,2020-03-15,Salesforce,Software,800.00,2020
412,2020-03-15,Slack,Software,NULL,2020
420,2020-03-16,"American Airlines",Travel,2212.80,2020
419,2020-03-16,Asana,Software,NULL,2020
416,2020-03-16,Dropbox,Software,17.24,2020
417,2020-03-16,Mailchimp,Marketing,NULL,2020
418,2020-03-16,Notion,Software,16.00,2020
426,2020-03-17,"American Airlines",Travel,831.00,2020
425,2020-03-17,Dropbox,Software,16.00,2020
422,2020-03-17,Expensify,Software,50.00,2020
424,2020-03-17,"LinkedIn Ads",Marketing,1254.30,2020
423,2020-03-17,"Office Depot","Office Supplies",289.11,2020
421,2020-03-17,WeWork,Rent,3200.00,2020
430,2020-03-18,Notion,Software,16.00,2020
428,2020-03-18,QuickBooks,Software,89.37,2020
431,2020-03-18,Uber,Travel,286.00,2020
437,2020-03-19,Asana,Software,40.00,2020
434,2020-03-19,AWS,Software,1375.40,2020
433,2020-03-19,AWS,Software,4467.00,2020
432,2020-03-19,"Delta Airlines",Travel,1987.31,2020
436,2020-03-19,Expensify,Software,50.00,2020
438,2020-03-19,Marriott,Travel,594.60,2020
435,2020-03-19,Microsoft,Software,308.74,2020
439,2020-03-19,Zoom,Software,149.00,2020
442,2020-03-20,Asana,Software,59.27,2020
440,2020-03-20,Mailchimp,Marketing,299.00,2020
444,2020-03-20,"Office Depot","Office Supplies",104.90,2020
443,2020-03-20,Salesforce,Software,800.00,2020
441,2020-03-20,Zoom,Software,149.00,2020
446,2020-03-21,Dropbox,Software,19.00,2020
450,2020-03-21,FedEx,Shipping,NULL,2020
445,2020-03-21,Microsoft,Software,NULL,2020
448,2020-03-21,Microsoft,Software,337.80,2020
447,2020-03-21,Uber,Travel,43.60,2020
449,2020-03-21,Zoom,Software,149.00,2020
452,2020-03-22,Expensify,Software,50.00,2020
451,2020-03-22,FedEx,Shipping,NULL,2020
454,2020-03-22,HubSpot,Marketing,1151.16,2020
453,2020-03-22,Zoom,Software,149.00,2020
460,2020-03-23,"American Airlines",Travel,1776.19,2020
458,2020-03-23,Asana,Software,52.00,2020
455,2020-03-23,Dropbox,Software,NULL,2020
461,2020-03-23,FedEx,Shipping,NULL,2020
459,2020-03-23,Notion,Software,16.00,2020
456,2020-03-23,Zoom,Software,149.00,2020
463,2020-03-24,Asana,Software,63.22,2020
466,2020-03-24,"Delta Airlines",Travel,341.66,2020
467,2020-03-24,"LinkedIn Ads",Marketing,1535.80,2020
464,2020-03-24,Marriott,Travel,173.10,2020
468,2020-03-24,Marriott,Travel,477.33,2020
462,2020-03-24,Microsoft,Software,428.86,2020
465,2020-03-24,Zoom,Software,149.00,2020
472,2020-03-25,Asana,Software,63.00,2020
473,2020-03-25,HubSpot,Marketing,638.00,2020
471,2020-03-25,HubSpot,Marketing,683.00,2020
474,2020-03-25,"Office Depot","Office Supplies",165.80,2020
469,2020-03-25,Salesforce,Software,800.00,2020
480,2020-03-26,"Delta Airlines",Travel,2121.00,2020
479,2020-03-26,Expensify,Software,50.00,2020
477,2020-03-26,FedEx,Shipping,288.00,2020
476,2020-03-26,Slack,Software,87.00,2020
478,2020-03-26,Uber,Travel,107.00,2020
481,2020-03-27,Slack,Software,87.00,2020
483,2020-03-27,Uber,Travel,57.00,2020
482,2020-03-27,Uber,Travel,210.86,2020
489,2020-03-28,"Google Ads",Marketing,1928.29,2020
487,2020-03-28,Microsoft,Software,376.06,2020
486,2020-03-28,QuickBooks,Software,75.00,2020
488,2020-03-28,QuickBooks,Software,124.64,2020
485,2020-03-28,QuickBooks,Software,171.60,2020
490,2020-03-28,Staples,"Office Supplies",325.00,2020
491,2020-03-29,Amazon,"Office Supplies",666.00,2020
492,2020-03-29,Microsoft,Software,309.00,2020
493,2020-03-29,Zoom,Software,149.00,2020
495,2020-03-30,"American Airlines",Travel,721.00,2020
496,2020-03-30,Notion,Software,16.00,2020
494,2020-03-30,Salesforce,Software,800.00,2020
499,2020-03-31,Amazon,"Office Supplies",595.00,2020
502,2020-03-31,DHL,Shipping,51.60,2020
497,2020-03-31,Dropbox,Software,18.28,2020
498,2020-03-31,"Google Ads",Marketing,3450.55,2020
500,2020-03-31,Salesforce,Software,800.00,2020
501,2020-03-31,Stripe,Software,59.00,2020
504,2020-04-01,"American Airlines",Travel,528.00,2020
506,2020-04-01,AWS,Software,935.00,2020
509,2020-04-01,Dropbox,Software,19.47,2020
503,2020-04-01,Dropbox,Software,24.00,2020
505,2020-04-01,FedEx,Shipping,199.80,2020
507,2020-04-01,"LinkedIn Ads",Marketing,1552.91,2020
510,2020-04-01,Notion,Software,16.00,2020
508,2020-04-01,"Office Depot","Office Supplies",146.31,2020
514,2020-04-02,Expensify,Software,50.00,2020
511,2020-04-02,HubSpot,Marketing,519.90,2020
515,2020-04-02,HubSpot,Marketing,769.90,2020
517,2020-04-02,Notion,Software,16.00,2020
512,2020-04-02,Slack,Software,87.00,2020
516,2020-04-02,Staples,"Office Supplies",NULL,2020
513,2020-04-02,WeWork,Rent,3200.00,2020
521,2020-04-03,FedEx,Shipping,298.10,2020
520,2020-04-03,"Office Depot","Office Supplies",331.50,2020
523,2020-04-03,QuickBooks,Software,NULL,2020
522,2020-04-03,Staples,"Office Supplies",78.09,2020
524,2020-04-03,Staples,"Office Supplies",235.09,2020
518,2020-04-03,Uber,Travel,NULL,2020
519,2020-04-03,Uber,Travel,107.51,2020
527,2020-04-04,FedEx,Shipping,80.33,2020
526,2020-04-04,HubSpot,Marketing,703.40,2020
525,2020-04-04,"Office Depot","Office Supplies",40.70,2020
528,2020-04-05,DHL,Shipping,119.33,2020
530,2020-04-05,Expensify,Software,50.00,2020
529,2020-04-05,Mailchimp,Marketing,NULL,2020
531,2020-04-06,Marriott,Travel,169.91,2020
533,2020-04-06,Microsoft,Software,231.00,2020
534,2020-04-06,Notion,Software,16.00,2020
532,2020-04-06,"Office Depot","Office Supplies",NULL,2020
538,2020-04-07,HubSpot,Marketing,796.50,2020
536,2020-04-07,"LinkedIn Ads",Marketing,NULL,2020
537,2020-04-07,Marriott,Travel,560.20,2020
535,2020-04-07,Microsoft,Software,456.69,2020
545,2020-04-08,"Delta Airlines",Travel,413.38,2020
544,2020-04-08,Expensify,Software,NULL,2020
541,2020-04-08,Mailchimp,Marketing,299.00,2020
539,2020-04-08,Salesforce,Software,800.00,2020
540,2020-04-08,Staples,"Office Supplies",114.36,2020
543,2020-04-08,Staples,"Office Supplies",135.00,2020
542,2020-04-08,Uber,Travel,181.84,2020
548,2020-04-09,Amazon,"Office Supplies",502.43,2020
547,2020-04-09,AWS,Software,1202.00,2020
546,2020-04-09,"Delta Airlines",Travel,2070.23,2020
554,2020-04-10,"Delta Airlines",Travel,1115.55,2020
555,2020-04-10,Marriott,Travel,215.70,2020
556,2020-04-10,Microsoft,Software,203.30,2020
549,2020-04-10,"Office Depot","Office Supplies",255.09,2020
